,SpeedMinimum,SpeedQ1,SpeedMedian,SpeedQ3,DistanceStartShapeCurvature,DistStartTrendAngle,DistStartTrendDevAmplitude,MaxDistPort,MinDistPort
4362,4.53,15.3,15.5,16.42,1.0,0.26,13.24,47.42,15.82
4960,3.5,6.32,6.92,7.5,1.0,0.11,6.91,282.26,260.47
1612,1.17,1.33,1.77,1.88,1.0,0.03,1.19,43.87,42.39
344,0.03,0.08,0.11,0.15,57.29,0.0,0.0,0.32,0.32
3106,4.37,12.43,13.14,13.59,1.46,-0.1,25.33,25.37,17.69
932,0.02,0.14,0.21,0.38,1.86,0.0,0.87,0.51,0.17
4578,0.19,1.68,2.44,2.85,1.29,0.03,3.37,12.55,7.19
251,0.06,0.11,0.15,0.18,74.15,0.0,0.0,0.34,0.33
4904,5.25,15.34,15.58,16.05,1.0,0.17,9.51,19.76,2.62
278,15.21,15.72,16.14,16.89,1.0,0.27,2.42,31.34,16.9
1717,3.26,6.18,8.98,16.73,1.0,0.15,9.54,52.06,24.22
1463,0.46,0.92,2.14,2.52,1.03,0.02,2.12,58.64,53.43
3624,0.01,0.15,12.32,12.78,1.01,0.09,9.87,13.7,0.03
5316,9.58,13.42,13.91,14.19,1.0,0.2,3.42,19.47,5.11
2280,1.69,5.16,5.44,5.64,4.09,0.0,2.75,19.5,17.77
1923,2.42,4.83,4.95,5.22,1.03,0.03,4.37,104.52,93.59
610,0.07,0.11,0.13,0.15,100.06,0.0,0.0,0.24,0.23
5036,8.62,15.82,16.38,17.09,1.0,0.26,2.6,15.5,1.26
1374,1.83,2.17,2.61,2.81,1.54,0.01,1.78,23.73,19.48
328,0.6,3.48,3.73,4.06,2.06,0.05,8.88,55.25,51.54
2985,0.05,0.09,0.11,0.14,28.62,0.0,0.01,0.39,0.38
781,0.0,0.01,0.02,0.03,13.9,0.0,0.0,0.36,0.36
6176,5.3,5.92,6.3,6.67,1.05,0.05,1.7,186.64,181.12
3041,11.83,13.48,16.45,16.94,1.0,0.26,1.48,35.04,26.89
1962,0.03,0.09,10.55,15.06,1.0,0.13,11.24,17.27,0.02
3238,12.04,13.61,13.98,14.43,1.0,0.24,0.42,44.74,22.95
5355,5.14,5.38,5.49,5.68,1.0,0.09,0.36,210.6,208.51
4350,10.73,14.95,15.47,16.03,1.0,0.26,1.35,15.68,0.33
5228,0.49,0.89,7.96,13.39,1.06,0.04,4.93,12.73,3.81
3832,7.8,14.09,14.33,14.69,1.0,0.24,0.58,35.27,26.68
1851,0.0,0.17,8.68,16.62,1.05,0.06,11.53,14.45,0.0
3846,2.85,5.62,10.38,11.13,1.0,0.1,11.65,53.98,48.9
5573,3.86,5.8,6.13,6.59,1.91,0.07,13.09,25.27,20.89
784,0.01,0.03,0.04,0.06,22.62,0.0,0.0,0.36,0.35
4554,16.1,18.4,19.15,19.98,1.0,0.28,0.48,32.37,30.05
4514,9.72,15.53,16.19,16.8,1.0,0.28,0.39,25.74,4.57
4411,7.47,13.93,14.35,14.8,1.0,0.24,1.52,40.12,0.31
3346,0.8,2.02,2.22,2.47,1.42,0.01,2.64,20.07,15.85
1210,1.15,1.77,1.96,2.17,1.0,0.04,0.2,44.8,40.04
1403,1.68,2.09,2.71,3.06,1.53,-0.02,7.52,13.8,9.28
4658,0.16,1.88,2.18,2.57,1.06,0.09,6.9,11.43,8.55
3195,12.99,13.58,14.56,15.55,1.0,0.23,0.03,27.49,26.63
3422,1.73,2.14,2.29,2.41,1.01,0.03,0.21,22.25,20.7
1689,1.79,2.05,2.14,2.26,1.08,0.03,0.94,20.26,17.76
1244,0.47,1.48,2.04,2.21,1.26,0.03,1.97,48.65,44.4
5157,0.2,0.61,13.0,14.63,2.25,-0.01,9.62,11.19,1.48
4104,0.0,0.01,0.01,0.02,6.34,0.0,0.0,0.36,0.36
540,2.05,4.32,4.84,5.2,1.0,0.08,0.55,51.58,38.34
80,2.05,4.44,4.81,5.16,1.09,0.08,2.93,58.89,50.69
5271,8.41,16.13,16.78,17.51,1.0,0.27,0.55,67.85,30.78
4934,10.99,15.92,16.4,17.27,1.0,0.29,14.39,51.36,29.71
359,0.02,0.04,0.05,0.06,28.19,0.0,0.0,0.32,0.32
4706,0.57,1.33,5.85,17.34,1.08,0.16,12.78,34.81,19.43
1915,12.27,14.27,14.91,15.24,1.0,0.25,0.96,35.14,23.26
486,0.02,0.06,0.07,0.09,21.39,0.0,0.01,0.4,0.39
1187,14.64,16.76,17.37,17.99,1.0,0.29,0.23,42.98,17.93
13,0.03,0.07,0.09,0.11,50.28,0.0,0.0,0.32,0.32
5894,8.04,12.58,14.24,14.78,1.0,0.22,3.09,18.75,1.99
4223,0.05,7.89,8.64,9.45,2.52,0.05,7.41,10.55,0.02
2427,3.56,5.05,5.43,5.65,1.25,0.05,4.8,27.42,17.59
1610,0.86,1.44,1.81,2.38,1.68,0.02,2.33,45.86,42.39
2226,3.57,4.86,5.12,6.01,1.59,0.01,10.95,24.82,17.71
757,0.0,0.02,0.03,0.05,27.98,0.0,0.0,0.36,0.35
5532,4.28,4.86,5.45,5.81,1.71,0.01,7.44,25.97,14.42
6169,2.46,6.8,7.04,7.71,1.0,0.1,7.83,47.65,41.65
3103,3.71,5.3,5.52,5.8,1.27,0.07,7.42,24.45,19.14
5128,7.36,14.46,15.51,16.39,1.8,0.09,13.53,19.21,1.63
3275,13.65,14.25,14.36,14.7,1.0,0.25,0.17,19.07,13.57
966,14.68,15.42,15.61,16.03,1.0,0.27,0.27,22.39,15.35
4155,10.25,17.74,17.9,18.24,1.0,0.31,6.16,41.31,16.83
4073,6.76,15.77,16.88,17.18,1.0,0.3,2.99,32.72,1.53
1918,0.93,5.73,5.9,6.66,1.09,0.05,8.81,42.63,41.54
3621,0.01,0.08,0.11,0.16,21.8,0.0,0.01,0.32,0.31
5950,5.59,9.55,15.01,16.86,1.0,0.22,10.8,32.39,8.48
3122,0.03,0.08,0.1,0.14,31.43,0.0,0.0,0.37,0.36
5447,1.06,4.89,5.56,5.83,3.71,0.0,3.4,20.29,17.51
2688,2.37,4.48,4.66,4.98,1.08,0.02,8.12,23.92,20.51
5831,1.02,2.79,12.59,14.72,1.14,0.05,14.3,19.72,1.04
6204,11.67,12.43,13.06,13.84,1.0,0.21,1.87,50.14,28.8
2935,0.0,0.08,0.11,0.13,34.87,0.0,0.01,0.39,0.38
1117,11.25,13.76,14.54,15.09,1.0,0.24,0.52,15.67,4.14
4772,1.18,2.56,6.17,14.22,1.31,0.02,8.36,10.53,2.47
2074,14.96,15.33,15.78,16.3,1.0,0.27,0.83,59.99,20.9
3959,0.0,0.02,0.05,0.06,8.37,0.0,0.0,0.35,0.35
2741,0.02,0.19,0.28,0.42,3.54,0.0,0.19,0.45,0.31
5852,0.01,0.07,8.6,8.97,1.07,0.05,6.99,7.88,0.03
2054,0.02,0.1,0.13,0.17,41.56,0.0,0.01,0.27,0.26
3770,8.03,14.62,14.83,15.11,1.0,0.25,0.54,24.05,4.06
4751,7.41,9.89,13.43,14.53,1.0,0.21,1.12,7.67,0.58
1372,0.85,2.43,2.62,2.94,1.85,0.01,2.4,24.97,22.94
5192,0.26,14.12,14.86,15.08,1.02,0.14,9.56,13.63,7.01
2479,0.56,4.57,4.98,5.34,1.99,0.01,3.19,21.26,14.79
2330,2.5,4.8,5.46,5.84,4.07,-0.01,2.92,20.05,17.8
391,0.02,4.36,10.94,12.53,1.21,0.1,11.7,17.69,0.01
3089,2.36,5.39,5.46,5.62,1.11,0.03,3.52,22.28,14.3
58,0.01,0.04,0.06,0.08,21.12,0.0,0.0,0.32,0.32
568,0.01,0.05,0.06,0.08,23.73,0.0,0.01,0.24,0.23
4569,1.67,2.09,4.75,16.92,1.02,0.12,13.11,34.02,17.37
5178,7.39,13.73,14.0,14.39,1.77,0.04,11.25,14.22,0.22
26,0.0,0.62,12.56,16.36,2.01,0.0,1.63,1.57,0.03
1897,12.47,13.19,13.57,14.11,1.0,0.23,0.38,50.93,31.58
5965,8.29,15.26,15.6,16.1,1.0,0.27,4.17,31.66,8.73
1626,0.28,1.64,1.79,1.98,1.01,0.03,0.22,38.4,36.12
717,0.01,0.04,0.05,0.07,36.61,0.0,0.0,0.36,0.35
1025,0.0,0.04,0.07,0.1,3.75,0.0,0.04,0.37,0.36
2432,0.89,4.03,4.41,4.79,1.04,0.05,1.63,23.54,14.84
3602,0.04,0.1,0.13,0.19,1.09,0.01,6.86,6.83,0.02
442,2.04,3.72,4.53,5.56,1.71,0.01,6.25,55.14,44.85
1477,2.09,4.55,5.12,5.91,4.03,-0.01,4.01,20.62,15.22
5452,2.03,4.69,5.05,5.61,5.72,0.0,2.02,20.01,17.29
3772,10.28,14.49,14.7,15.02,1.0,0.26,0.26,30.72,21.33
4401,14.39,15.83,16.01,16.52,1.0,0.27,0.67,28.8,0.1
2556,1.97,4.79,5.38,6.11,1.85,-0.04,8.74,24.63,21.3
855,13.06,16.17,16.93,17.65,1.0,0.29,1.32,38.42,16.01
1099,13.36,14.2,14.64,15.19,1.0,0.25,0.09,28.09,14.86
2168,0.95,3.95,4.09,4.67,1.01,0.05,0.66,23.88,14.82
859,2.98,4.13,4.39,4.81,1.0,0.06,1.86,74.74,64.27
4697,10.38,17.72,18.66,19.32,1.0,0.31,0.33,25.19,19.26
819,0.0,15.9,16.15,16.54,1.04,0.23,3.8,16.22,0.01
3023,0.01,0.05,0.06,0.08,22.84,0.0,0.01,0.39,0.38
4760,0.56,0.99,1.69,3.3,4.21,0.0,1.01,7.55,6.38
1650,0.92,1.77,2.01,2.2,1.54,0.03,4.38,42.89,39.47
3342,1.19,2.31,2.68,3.04,1.59,0.03,3.42,20.36,15.63
1925,2.65,4.73,5.14,5.87,1.0,0.08,0.83,73.54,68.99
455,0.02,0.05,0.06,0.06,38.22,0.0,0.0,0.39,0.39
52,16.05,16.41,16.55,16.92,1.0,0.28,1.27,29.72,17.39
4604,1.4,5.34,5.61,7.41,1.08,0.11,7.73,39.52,30.57
5536,3.49,5.03,5.24,7.22,1.27,0.05,7.79,30.04,17.79
4116,0.0,0.01,0.01,0.02,7.35,0.0,0.0,0.36,0.36
5695,7.31,12.68,13.2,14.01,1.0,0.22,0.13,35.54,25.96
4290,4.23,13.77,15.23,15.63,1.0,0.24,4.11,20.71,0.02
2064,0.7,1.32,12.18,14.49,1.39,0.09,10.04,16.32,10.67
1217,2.08,2.35,3.02,5.88,1.36,0.03,1.75,29.45,24.52
2312,2.04,5.17,5.95,6.49,1.98,-0.01,5.27,25.37,21.35
5007,9.7,15.9,16.34,17.11,1.0,0.28,4.69,43.34,5.29
55,1.61,2.66,3.67,5.49,1.66,0.07,12.2,56.92,51.51
3077,2.7,5.14,5.46,5.79,1.43,0.0,8.48,21.58,13.53
2341,1.68,4.96,5.18,5.49,4.18,0.0,3.3,19.79,17.79
2366,3.59,4.24,4.57,4.73,1.85,-0.05,10.95,25.49,21.37
3707,1.25,2.07,2.61,2.78,1.0,0.04,0.62,79.26,75.54
2627,1.33,4.7,5.4,5.85,1.0,0.04,3.04,26.71,15.55
3015,0.01,0.1,0.13,0.15,37.96,0.0,0.01,0.39,0.38
2096,0.0,0.01,0.04,0.06,3.63,0.0,0.0,0.36,0.35
3887,7.75,14.54,14.95,15.51,1.0,0.26,2.16,49.25,19.0
1756,0.28,11.1,13.5,14.37,1.01,0.23,3.17,24.35,0.01
5859,5.99,10.7,11.07,11.68,1.0,0.18,1.78,47.54,25.04
1735,1.5,2.08,2.42,2.76,1.0,0.07,3.6,40.95,36.26
1809,11.74,14.41,14.83,15.49,1.0,0.23,1.93,22.27,3.44
3934,10.33,14.12,14.56,15.02,1.05,0.24,2.9,21.78,12.05
2271,3.02,4.76,5.21,5.76,3.83,0.0,2.86,20.52,17.84
585,0.05,0.09,0.1,0.11,52.61,0.0,0.0,0.24,0.23
3610,0.03,0.12,0.18,0.26,25.79,0.0,0.02,0.24,0.21
360,0.0,0.03,0.04,0.05,22.26,0.0,0.0,0.32,0.32
603,0.01,0.07,0.08,0.1,22.09,0.0,0.01,0.24,0.23
6074,1.22,2.25,2.55,7.71,2.11,0.01,5.37,26.01,20.09
1599,0.29,0.96,1.9,2.22,1.01,0.03,1.96,65.04,60.1
3012,0.02,0.12,0.16,0.22,26.74,0.0,0.02,0.4,0.38
3659,0.05,12.88,13.08,13.5,1.01,0.19,13.26,21.21,0.04
1147,14.01,15.57,16.07,16.91,1.0,0.27,0.05,41.09,17.35
1686,13.78,14.54,15.01,15.64,1.0,0.26,2.71,26.41,2.02
1222,0.38,1.25,2.05,4.67,1.03,0.02,5.38,34.11,32.5
1714,0.54,1.45,1.61,1.91,1.21,0.0,2.17,49.73,48.18
5404,2.24,4.98,5.31,5.8,4.7,0.0,2.25,20.31,17.76
3530,0.92,1.46,1.73,3.29,1.23,-0.01,11.38,38.42,31.12
4684,1.46,3.32,3.52,3.83,2.78,-0.02,7.03,20.05,15.22
6193,8.11,10.73,13.35,13.9,1.0,0.21,1.92,30.08,0.1
3278,13.57,14.01,14.59,16.43,1.0,0.25,1.94,34.67,15.89
2145,2.84,4.63,4.88,5.33,1.55,0.03,4.48,29.01,25.52
5813,1.53,5.08,5.38,6.08,1.72,-0.01,6.93,206.45,199.02
795,0.05,14.76,15.85,16.56,1.03,0.27,33.25,17.53,0.08
3815,6.09,7.33,7.65,7.99,1.0,0.12,1.03,56.95,48.43
4385,13.46,15.04,15.38,15.74,1.0,0.26,0.51,36.44,0.52
4483,14.74,15.76,16.24,16.83,1.0,0.27,0.6,27.42,0.1
6100,6.24,11.18,11.54,12.16,1.0,0.2,0.2,86.6,75.41
5352,2.55,5.67,6.25,6.96,1.99,-0.03,10.69,209.99,202.89
6207,0.4,4.06,5.15,7.5,1.0,0.08,4.3,76.37,74.9
315,0.04,0.1,14.63,15.41,1.0,0.16,11.96,17.94,0.07
1604,1.1,1.82,2.13,2.41,1.0,0.03,0.09,57.3,51.41
4586,3.09,4.6,6.57,7.08,1.61,0.02,7.42,33.22,23.71
926,2.73,5.43,5.69,12.97,1.0,0.13,7.53,24.44,14.57
2181,3.81,4.99,5.44,5.86,1.03,0.06,2.37,28.04,22.05
5155,8.29,13.77,14.64,15.56,1.78,0.06,12.04,15.08,1.48
5286,7.68,14.03,14.35,15.64,1.03,0.24,1.34,10.28,0.02
1592,0.56,2.11,2.26,2.43,1.0,0.04,0.17,47.78,40.94
6039,5.67,13.86,14.4,15.33,1.22,0.11,14.14,31.76,5.18
6013,9.17,10.05,10.32,11.55,1.0,0.18,3.26,16.94,2.01
4253,8.32,8.94,9.26,9.83,1.0,0.16,0.14,29.67,26.43
2005,0.01,0.24,0.47,0.94,1.46,0.05,4.43,5.87,0.17
1959,0.03,0.07,0.09,0.11,35.42,0.0,0.01,0.32,0.32
5234,0.0,0.04,0.06,0.09,8.74,0.0,0.01,0.27,0.26
4025,6.18,10.88,11.09,11.32,1.0,0.19,0.43,20.59,15.66
3506,1.29,2.13,2.34,2.53,1.01,0.04,0.52,29.99,24.31
3897,8.2,8.5,8.57,8.76,1.0,0.15,0.09,27.71,16.65
1648,1.02,1.85,1.97,2.11,1.0,0.03,0.11,46.41,41.04
4557,7.35,15.34,15.52,16.06,1.23,0.27,26.72,29.1,18.04
3377,0.9,2.32,5.47,6.07,1.22,0.06,7.41,23.44,16.75
5264,10.5,13.78,14.08,14.46,1.0,0.24,0.48,31.77,5.08
5889,11.74,12.69,13.12,13.89,1.0,0.22,0.25,39.3,28.98
2205,3.71,5.3,5.53,5.9,1.17,0.04,3.87,27.84,18.4
5005,8.62,16.12,16.74,17.64,1.0,0.29,0.66,53.2,26.2
5628,0.13,0.26,0.32,0.39,6.83,0.0,0.16,0.46,0.37
505,11.09,13.54,14.84,15.49,1.0,0.24,3.0,40.48,8.29
2245,2.19,4.69,5.07,5.35,3.27,0.01,3.52,22.07,17.74
4114,0.0,0.01,0.03,0.03,10.01,0.0,0.0,0.36,0.35
3813,2.98,4.34,4.94,6.6,1.0,0.09,0.46,56.82,41.17
4474,4.76,15.92,16.47,17.68,1.61,-0.08,26.43,18.45,7.14
3500,0.64,1.05,3.95,6.09,1.32,0.06,4.92,22.46,19.01
3446,1.78,2.28,2.46,2.73,1.0,0.04,0.27,47.08,42.23
3569,0.01,0.03,0.06,0.12,15.41,0.0,0.01,0.32,0.31
772,0.0,0.03,0.05,0.06,26.08,0.0,0.0,0.36,0.36
4143,6.5,12.76,15.05,15.46,1.0,0.27,2.2,35.13,27.07
6014,8.76,12.58,14.59,15.07,1.08,0.19,6.73,25.28,2.02
4022,6.38,11.56,11.87,12.84,1.0,0.19,2.33,44.14,18.12
2856,1.22,5.48,6.0,6.48,1.58,0.01,2.51,80.34,78.91
1929,1.89,4.24,4.45,4.83,1.04,0.04,2.23,82.04,75.34
267,0.0,0.04,0.07,0.1,2.73,0.0,0.05,0.36,0.32
5010,8.56,13.89,14.59,15.16,1.0,0.22,1.4,34.25,0.16
3247,0.02,12.87,13.15,13.49,1.0,0.22,8.65,20.91,0.03
2674,3.68,4.57,4.81,5.28,1.84,-0.01,3.79,25.9,21.33
5585,4.75,5.46,5.75,6.07,1.0,0.09,0.22,260.03,255.76
4426,2.77,16.58,16.96,17.59,1.0,0.29,27.7,20.98,0.28
1773,13.17,14.18,15.04,15.96,1.0,0.25,0.6,34.72,27.09
4877,0.15,2.21,3.75,4.42,1.0,0.02,1.95,2.69,0.1
2945,0.06,0.1,0.12,0.16,34.83,0.0,0.01,0.39,0.38
1743,0.01,13.53,14.24,15.04,1.0,0.2,5.91,8.72,0.07
1637,1.23,5.5,16.83,18.44,1.07,0.24,21.07,62.14,39.21
5686,0.01,1.15,6.35,7.21,1.07,0.09,12.82,3.82,0.01
1211,0.62,1.4,1.86,2.1,1.05,0.03,0.61,44.85,41.63
1252,0.99,2.2,2.27,2.49,1.39,0.01,1.93,42.91,38.23
1010,0.03,0.1,0.15,0.2,17.86,0.0,0.02,0.36,0.34
1627,0.28,1.72,1.93,2.16,1.0,0.03,0.32,39.44,36.73
2461,2.6,4.62,4.75,5.3,1.43,0.03,6.01,27.88,21.37
3857,9.23,14.65,14.96,15.45,1.0,0.25,1.34,55.28,20.95
3072,2.31,5.23,5.45,5.81,1.03,0.07,1.71,29.18,16.66
2302,13.27,14.69,16.62,17.71,1.0,0.28,1.39,41.31,25.52
3005,0.01,0.11,0.13,0.15,37.4,0.0,0.01,0.39,0.38
2675,3.68,4.36,4.77,5.21,1.9,-0.04,8.39,25.9,21.32
3967,9.29,15.89,16.33,16.6,1.0,0.28,3.14,26.83,15.74
1260,1.16,1.79,2.14,2.28,1.24,0.01,1.47,42.41,39.86
2348,1.58,5.06,5.22,5.38,3.52,0.01,3.61,20.08,17.78
1885,2.27,4.36,4.79,5.92,1.24,0.03,2.57,54.81,44.29
128,0.02,0.06,0.08,0.13,50.04,0.0,0.0,0.37,0.36
6004,10.23,17.27,17.63,19.55,1.01,0.26,3.09,36.11,0.02
3938,9.9,14.22,14.46,14.78,1.0,0.25,1.09,28.25,16.98
1054,10.73,14.96,15.49,16.03,1.0,0.26,1.63,46.98,4.97
5959,7.72,9.94,12.2,12.78,1.0,0.19,4.22,34.65,5.81
110,0.01,0.06,0.08,0.11,23.75,0.0,0.01,0.33,0.33
1257,1.26,1.81,1.98,2.32,2.16,-0.02,5.53,38.94,33.88
2833,10.63,14.56,15.01,15.49,1.0,0.26,0.1,25.52,23.25
1541,1.69,10.22,17.42,18.17,1.07,0.14,11.06,62.27,44.42
4922,9.86,12.41,13.0,14.23,1.0,0.22,7.33,19.87,2.19
2699,12.36,13.42,15.05,16.07,1.0,0.25,1.11,35.2,23.55
5817,0.85,13.23,13.94,14.72,1.81,0.2,27.97,10.28,2.62
6138,0.03,0.08,0.11,0.14,12.14,0.0,0.02,0.34,0.31
2970,0.01,0.09,0.11,0.14,17.65,0.0,0.02,0.39,0.38
3703,0.27,14.17,14.45,14.96,1.01,0.25,12.82,25.2,0.02
1301,2.52,4.63,5.34,5.53,2.97,0.01,4.03,24.71,18.85
3334,1.69,2.19,2.31,2.44,1.01,0.04,0.15,18.31,17.83
1685,13.78,14.7,15.46,18.58,1.0,0.25,4.55,32.18,2.02
3459,1.66,2.32,2.41,2.52,1.0,0.04,0.14,27.7,20.99
4552,10.56,11.27,11.71,12.65,1.0,0.2,1.68,14.21,1.98
1016,0.02,0.1,0.13,0.17,33.66,0.0,0.01,0.38,0.37
1263,0.18,1.84,2.16,2.62,1.01,0.04,3.15,39.7,35.07
2506,0.28,4.42,4.62,4.75,1.03,0.07,2.06,27.68,15.57
3575,0.11,12.02,12.31,12.64,1.0,0.21,6.91,16.85,0.07
4855,6.53,10.96,11.27,11.86,1.0,0.2,1.41,23.51,16.31
4623,0.7,1.8,1.98,2.24,1.22,0.02,1.98,11.58,10.04
1394,0.17,1.39,1.74,2.22,1.01,0.03,1.05,37.26,31.42
1030,0.1,15.48,15.76,15.98,1.02,0.27,9.2,22.68,0.01
1857,0.0,0.07,0.11,0.16,34.38,0.0,0.01,0.36,0.36
1512,0.8,1.55,2.3,3.04,1.11,0.03,1.27,34.93,32.49
4450,8.08,14.82,15.25,16.53,1.0,0.25,0.07,8.17,5.07
5019,2.92,3.79,7.24,8.33,1.18,0.05,1.83,44.83,42.35
1543,1.14,1.78,2.27,2.66,1.0,0.04,0.14,64.49,59.39
3801,0.69,2.93,5.4,10.89,1.04,0.15,12.7,53.27,47.77
876,12.59,15.03,15.21,15.55,1.0,0.26,0.4,24.52,13.1
2597,4.19,5.22,5.39,5.62,1.25,0.07,9.46,27.03,21.33
2297,2.64,4.6,4.84,5.66,4.07,0.0,2.8,20.21,17.81
5818,6.38,12.45,12.78,13.9,1.0,0.21,1.11,29.17,8.23
4081,4.41,5.58,5.87,6.19,1.0,0.1,1.69,60.51,44.85
884,0.01,0.12,0.15,0.22,16.33,0.0,0.02,0.37,0.36
490,0.01,0.04,0.05,0.08,34.91,0.0,0.0,0.39,0.39
4639,0.72,2.02,2.28,2.94,2.41,0.01,2.69,21.77,18.12
5725,0.0,0.02,0.08,0.16,10.1,0.0,0.01,0.35,0.34
339,0.06,0.13,0.15,0.18,55.41,0.0,0.01,0.33,0.32
822,12.24,14.09,15.62,16.12,1.0,0.26,1.53,34.95,22.17
492,0.01,0.04,0.05,0.07,30.48,0.0,0.0,0.39,0.39
665,0.02,0.04,0.05,0.06,51.63,0.0,0.0,0.32,0.32
5862,9.72,13.27,15.13,15.83,1.0,0.24,3.22,35.13,25.31
327,1.45,3.22,3.63,3.78,1.09,0.05,1.32,55.25,50.4
5550,1.91,5.71,6.06,6.63,2.41,0.06,11.86,24.85,21.32
139,0.03,0.09,0.12,0.17,40.59,0.0,0.01,0.4,0.4
4689,1.82,2.35,2.62,11.79,1.0,0.07,4.58,124.56,121.58
2622,2.0,4.37,4.56,4.72,1.0,0.07,3.24,26.55,22.57
3666,1.11,2.88,3.6,5.14,1.06,0.06,1.77,91.41,84.49
250,0.06,0.11,0.16,0.22,57.19,0.0,0.01,0.34,0.33
4438,7.97,15.04,15.61,16.51,1.0,0.27,1.47,34.49,0.8
2821,0.07,0.25,0.36,0.53,1.71,0.0,0.13,0.45,0.24
3720,2.16,4.56,7.39,15.95,1.3,0.03,3.68,25.69,16.35
3546,1.01,1.67,2.06,2.29,1.02,0.02,0.91,27.27,23.81
4020,7.22,14.53,15.01,15.75,1.0,0.26,8.18,44.23,33.69
2390,1.78,4.94,5.17,5.52,3.43,0.01,3.92,20.15,17.58
4007,7.76,14.98,15.24,15.62,1.0,0.25,3.04,40.94,21.9
1000,0.01,0.11,0.17,0.21,17.81,0.0,0.01,0.35,0.34
2628,3.48,4.9,5.27,5.94,1.01,0.07,4.89,26.71,20.98
2837,13.64,15.71,16.05,16.35,1.0,0.27,1.68,33.68,21.48
5683,6.73,12.27,14.83,15.25,1.0,0.24,2.94,28.89,9.15
3360,1.44,2.14,2.3,2.45,1.01,0.04,0.22,26.51,20.92
2583,1.05,11.96,13.25,14.34,1.1,0.2,8.31,35.23,25.84
4974,10.87,12.51,13.46,14.29,1.0,0.22,0.85,34.75,25.87
43,0.01,0.06,0.08,0.11,40.43,0.0,0.0,0.33,0.32
6152,2.21,4.68,9.6,10.94,1.01,0.06,4.35,91.41,79.78
5599,10.49,15.39,16.41,17.54,1.0,0.29,3.28,34.03,0.79
2128,0.03,12.41,13.11,13.59,1.0,0.22,5.98,27.86,0.05
270,0.0,0.07,0.09,0.11,16.37,0.0,0.01,0.32,0.32
4366,9.97,15.54,16.0,16.3,1.0,0.27,0.85,36.6,0.1
5825,1.43,7.62,8.2,8.46,1.37,0.12,13.42,20.59,14.25
511,12.31,12.89,13.89,14.19,1.0,0.24,1.37,25.33,16.49
1323,1.15,1.99,2.54,3.39,1.14,0.03,0.94,24.46,21.84
2871,0.0,0.14,0.58,15.31,1.02,0.06,12.23,16.74,0.04
4692,1.88,4.52,7.36,7.85,2.11,-0.01,5.47,35.8,30.94
4363,9.52,11.95,14.19,14.71,1.0,0.23,1.46,32.4,0.09
5456,0.74,4.99,5.39,5.68,3.7,-0.01,3.73,20.34,17.62
4329,16.16,16.64,16.99,17.22,1.0,0.29,0.26,23.46,17.44
1286,0.72,1.2,2.37,4.55,2.38,0.01,2.07,21.86,19.42
4093,8.0,15.72,15.9,16.17,1.0,0.26,6.05,37.26,22.96
6121,6.86,11.87,12.12,12.41,1.0,0.21,1.93,37.55,18.67
5016,5.24,13.54,14.17,15.27,1.05,0.22,15.19,42.69,26.28
4383,9.27,16.02,16.55,17.21,1.0,0.28,0.86,56.49,18.21
3139,2.06,4.81,5.08,5.31,1.0,0.08,0.97,81.72,71.59
2950,0.04,0.07,0.1,0.12,32.12,0.0,0.01,0.39,0.38
512,12.71,14.0,14.14,14.44,1.0,0.25,0.38,39.12,17.76
810,0.01,0.05,7.82,11.75,1.01,0.04,5.68,8.14,0.02
5743,0.05,0.08,0.11,0.18,10.58,0.0,0.05,0.41,0.38
5958,10.01,11.47,12.27,13.01,1.0,0.2,1.04,35.53,23.65
1679,1.66,15.26,15.95,17.46,1.48,0.01,5.05,41.33,35.31
815,13.98,14.7,15.07,15.64,1.0,0.24,0.15,37.77,29.01
3309,1.04,4.31,4.61,5.1,1.0,0.07,2.66,91.67,77.36
3625,0.05,11.93,12.43,12.8,1.0,0.18,10.73,22.07,0.03
6090,8.93,13.75,14.09,14.42,1.0,0.24,0.66,22.06,10.11
4774,1.44,2.08,2.48,4.65,1.28,0.01,8.17,10.32,3.86
279,0.04,0.98,16.32,17.08,1.02,0.23,15.46,24.08,0.03
5648,1.54,7.72,10.44,15.64,1.05,0.1,3.93,6.5,0.18
2298,2.63,4.7,5.02,5.75,3.97,0.0,3.39,19.89,17.81
2403,1.31,4.9,5.24,5.5,3.49,0.0,3.46,20.27,17.79
4711,0.22,0.32,0.38,0.55,1.77,0.0,1.06,19.85,18.41
3901,0.02,0.09,0.13,2.51,1.08,0.04,6.75,8.56,0.01
3809,8.87,12.69,13.82,14.34,1.0,0.22,2.96,34.66,5.04
5481,4.33,5.29,5.59,5.82,3.84,0.0,4.15,20.39,17.76
3827,0.01,3.99,6.13,6.42,1.01,0.06,7.82,6.5,0.02
6047,1.33,2.19,2.47,15.06,1.0,0.14,11.9,26.37,5.08
2912,0.02,0.07,0.09,0.11,28.73,0.0,0.01,0.39,0.38
4622,0.7,1.78,1.99,2.2,1.0,0.04,1.1,14.41,10.43
3274,0.05,13.98,14.32,14.7,1.0,0.24,8.15,19.07,0.01
4158,9.22,14.56,17.23,18.09,1.0,0.29,4.69,46.85,2.39
5438,3.05,5.38,14.53,15.63,1.02,0.17,6.64,41.31,19.28
171,1.3,3.5,4.25,4.68,1.04,0.06,1.92,61.94,54.07
